bowler,phase,runs,balls,wickets,economy,bowling_sr,econ_bayes,impact_score,last_year
SN Thakur,powerplay,1105,718,30,9.233983286908078,23.933333333333334,8.866476690640548,416.17433042993997,2026
SP Narine,powerplay,1045,936,28,6.698717948717949,33.42857142857143,6.839162881127161,469.99904167660867,2026
SR Watson,powerplay,977,834,35,7.028776978417266,23.82857142857143,7.1205959363992415,705.3482664738576,2018
SS Cottrell,powerplay,96,84,4,6.857142857142857,21.0,7.315746303063872,8.966959389027252,2020
STR Binny,powerplay,190,156,8,7.307692307692307,19.5,7.421918001580684,35.35474252667778,2019
SW Tait,powerplay,259,228,7,6.815789473684211,32.57142857142857,7.137336214077589,28.14775624605542,2013
Sandeep Sharma,powerplay,2013,1732,68,6.973441108545034,25.470588235294116,7.028071208383404,2697.5253149662963,2026
Shahbaz Ahmed,powerplay,243,150,2,9.72,75.0,8.472733966825565,1.9356207883090775,2025
Shahid Afridi,powerplay,25,24,1,6.25,24.0,7.3748548792457544,0.5559431429000969,2008
Shakib Al Hasan,powerplay,566,450,19,7.546666666666667,23.68421052631579,7.536578633418325,196.38884857341148,2021
Shivam Mavi,powerplay,406,300,9,8.12,33.333333333333336,7.880996401120848,42.13934166405255,2022
Shoaib Akhtar,powerplay,50,42,5,7.142857142857142,8.4,7.4476507112017725,13.76272921148585,2008
Simarjeet Singh,powerplay,205,126,5,9.761904761904763,25.2,8.395929029765794,12.208297573337068,2025
Sohail Tanvir,powerplay,129,132,6,5.863636363636363,22.0,6.8473798732563305,21.55569031250599,2008
Swapnil Singh,powerplay,60,42,5,8.571428571428571,8.4,7.700815268163798,13.310279032890026,2024
T Natarajan,powerplay,529,384,17,8.265625,22.58823529411765,8.012250809248394,147.88603455002826,2026
T Thushara,powerplay,57,60,3,5.699999999999999,20.0,7.086640072764001,5.206980969982845,2010
TA Boult,powerplay,1967,1636,73,7.2139364303178475,22.410958904109588,7.245818251531851,3015.380629424549,2026
TG Southee,powerplay,833,636,21,7.858490566037736,30.285714285714285,7.777488830992563,232.47863665131746,2023
TK Curran,powerplay,65,42,1,9.285714285714286,42.0,7.827397546644811,0.5238011708958684,2021
TM Dilshan,powerplay,60,42,0,8.571428571428571,999.0,7.700815268163798,0.0,2012
TP Sudhindra,powerplay,34,24,0,8.5,999.0,7.621430221711508,0.0,2012
TS Mills,powerplay,95,72,6,7.916666666666666,12.0,7.622071979606068,19.364813189238397,2022
TU Deshpande,powerplay,711,492,18,8.670731707317072,27.333333333333332,8.342202647095808,159.23851963275658,2026
UT Yadav,powerplay,1848,1452,61,7.636363636363637,23.80327868852459,7.621793089590055,2001.641847354395,2024
Umar Gul,powerplay,32,36,5,5.333333333333333,7.2,7.173563716687533,14.288574556263985,2008
Umran Malik,powerplay,85,30,0,17.0,999.0,8.778192082465868,0.0,2023
V Nigam,powerplay,80,54,4,8.88888888888889,13.5,7.811619351625784,8.39774661912412,2026
V Pratap Singh,powerplay,136,96,3,8.5,32.0,7.838808311184948,4.707348175276662,2012
VG Arora,powerplay,654,462,20,8.493506493506493,23.1,8.202577197191507,199.9371612816423,2026
VR Aaron,powerplay,536,384,15,8.375,25.6,8.08478966935202,114.10315391345691,2022
VRV Singh,powerplay,132,78,1,10.153846153846153,78.0,8.267740727307032,0.4959033108595619,2010
VS Malik,powerplay,152,126,4,7.238095238095237,31.5,7.405274824158318,8.858550365476285,2014
VY Mahesh,powerplay,140,78,4,10.76923076923077,19.5,8.443564903131211,7.769230266196319,2009
Vijaykumar Vyshak,powerplay,108,60,2,10.8,30.0,8.286640072764,1.9790892154110173,2026
W O'Rourke,powerplay,51,24,2,12.75,12.0,8.087183646369041,2.0279000350589564,2025
WD Parnell,powerplay,453,372,16,7.306451612903226,23.25,7.377589450713968,142.2686918283891,2023
WG Jacks,powerplay,59,36,2,9.833333333333332,18.0,7.874862417986234,2.0825760666678184,2025
WPUJC Vaas,powerplay,208,198,17,6.303030303030304,11.647058823529411,6.903545085381222,171.63645421960305,2010
Washington Sundar,powerplay,535,384,14,8.359375,27.428571428571427,8.074426975051502,99.52409037606961,2025
XC Bartlett,powerplay,150,88,5,10.227272727272727,17.6,8.3572198535506,12.264844265937606,2026
Y Venugopal Rao,powerplay,67,42,1,9.571428571428573,42.0,7.878030458037216,0.5204346469385827,2014
YA Abdulla,powerplay,98,84,7,7.0,12.0,7.358757055752043,27.30080616575928,2010
YK Pathan,powerplay,386,354,15,6.5423728813559325,23.6,6.887237192267432,133.943404916521,2017
YS Chahal,powerplay,529,404,18,7.856435643564357,22.444444444444443,7.744729914114892,171.5230892143792,2025
Yash Dayal,powerplay,677,438,17,9.273972602739727,25.764705882352942,8.731584863435735,135.70274108677233,2025
Yash Thakur,powerplay,178,108,7,9.88888888888889,15.428571428571429,8.360043625593466,24.030975075891234,2025
Yudhvir Singh,powerplay,139,84,6,9.928571428571427,14.0,8.24047748585957,17.911583431090914,2025
Z Khan,powerplay,1428,1292,58,6.631578947368421,22.275862068965516,6.747204585443726,2044.1650798251212,2017
